_from,to,category,score,normalized_score
agilidad,eficaz,tech,1,0.0
agilidad,eficiencia,politic,3,0.07398203522467027
agilidad,justicia,politic,1,0.017859734329195735
agilizar,especifico,tech,1,0.0
agilizar,localizacion,tech,3,0.020402832237083064
agilizar,video,tech,2,0.010201416118541534
agitador,brillante,politic,2,0.045920884776933006
agitador,politico,politic,3,0.07398203522467027
agitador,resultar,politic,1,0.017859734329195735
agosto,asegurar,politic,2,0.045920884776933006
agosto,capturar,politic,1,0.017859734329195735
agosto,pasado,politic,3,0.07398203522467027
agradable,autentico,tech,2,0.010201416118541534
agradable,madera,tech,1,0.0
agradable,tacto,tech,3,0.020402832237083064
agravar,condicion,politic,3,0.07398203522467027
agravar,desplazado,politic,1,0.017859734329195735
agravar,efecto,politic,3,0.07398203522467027
agravar,hogar,politic,2,0.045920884776933006
agravar,pandemia,politic,2,0.045920884776933006
agregar,civil,politic,1,0.017859734329195735
agregar,derecho,politic,2,0.045920884776933006
agregar,director,politic,1,0.017859734329195735
agregar,dispositivo,tech,3,0.020402832237083064
agregar,encuentro,politic,1,0.017859734329195735
agregar,evidente,politic,2,0.045920884776933006
agregar,existente,tech,2,0.010201416118541534
agregar,falta,politic,1,0.017859734329195735
agregar,fondo,politic,3,0.07398203522467027
agregar,gobierno,politic,3,0.07398203522467027
agregar,grabe,politic,3,0.07398203522467027
agregar,grupo,tech,3,0.020402832237083064
agregar,marco,politic,3,0.07398203522467027
agregar,mostrar,politic,2,0.045920884776933006
agregar,objetivo,politic,1,0.017859734329195735
agregar,proceso,politic,3,0.07398203522467027
agregar,riesgoso,politic,3,0.07398203522467027
agregar,romero,politic,2,0.045920884776933006
agregar,senalar,politic,2,0.045920884776933006
agregar,unico,politic,2,0.045920884776933006
agregar,voluntad,politic,1,0.017859734329195735
agregar,whatsapp,tech,1,0.0
agregue,alli,tech,3,0.020402832237083064
agregue,icloud,tech,1,0.0
agregue,usuario,tech,2,0.010201416118541534
agricola,conservacion,tech,3,0.020402832237083064
agricola,ecologica,tech,2,0.010201416118541534
agricola,eliminacion,tech,1,0.0
agricolas,limpieza,tech,2,0.010201416118541534
agricolas,prescrita,tech,3,0.020402832237083064
agricolas,terreno,tech,1,0.0
agrupar,desplazamiento,politic,1,0.017859734329195735
agrupar,ejercito,politic,1,0.017859734329195735
agrupar,mayor,politic,3,0.07398203522467027
agrupar,minimizada,tech,3,0.020402832237083064
agrupar,numero,politic,2,0.045920884776933006
agrupar,ocurrir,politic,2,0.045920884776933006
agrupar,permitir,tech,2,0.010201416118541534
agrupar,responsable,politic,3,0.07398203522467027
agrupar,usuario,tech,1,0.0
agua,asegurar,politic,2,0.045920884776933006
agua,declaracion,politic,2,0.045920884776933006
agua,potable,politic,3,0.07398203522467027
agua,presidente,politic,1,0.017859734329195735
agua,reciente,politic,3,0.07398203522467027
agua,senador,politic,1,0.017859734329195735
ai,anterior,tech,2,0.010201416118541534
ai,artificial,tech,1,0.0
ai,asistente,tech,9,0.08161132894833228
ai,conversacion,tech,1,0.0
ai,incorporar,tech,3,0.020402832237083064
ai,inteligencia,tech,2,0.010201416118541534
ai,plataforma,tech,2,0.010201416118541534
ai,principal,tech,3,0.020402832237083064
ai,septiembre,tech,3,0.020402832237083064
ai,silencioso,tech,1,0.0
ai,virtual,tech,2,0.010201416118541534
ai,whatsapp,tech,1,0.0
air,actualizado,tech,3,0.020402832237083064
air,especular,tech,3,0.020402832237083064
air,modelo,tech,2,0.010201416118541534
air,pantalla,tech,2,0.010201416118541534
air,pro,tech,1,0.0
air,pulgadas,tech,1,0.0
airbnb,alli,tech,2,0.010201416118541534
airbnb,metido,tech,3,0.020402832237083064
airbnb,tergiversado,tech,1,0.0
aire,consumo,tech,3,0.020402832237083064
aire,cualquiera,tech,1,0.0
aire,energia,tech,2,0.010201416118541534
aire,ingerir,tech,1,0.0
aire,nutricion,tech,2,0.010201416118541534
aire,respirar,tech,3,0.020402832237083064
airplay,iphone,tech,3,0.020402832237083064
airplay,posible,tech,2,0.010201416118541534
airplay,televisor,tech,1,0.0
airvision,asus,tech,2,0.010201416118541534
airvision,m,tech,3,0.020402832237083064
airvision,presentar,tech,1,0.0
aislado,dentro,tech,3,0.020402832237083064
aislado,dispositivo,tech,2,0.010201416118541534
ajustar,bajo,tech,2,0.010201416118541534
ajustar,brillo,tech,3,0.020402832237083064
ajustar,calidad,tech,1,0.0
ajustar,circadian,tech,1,0.0
ajustar,iluminacion,tech,3,0.020402832237083064
ajustar,temperatura,tech,2,0.010201416118541534
ajuste,conocido,tech,3,0.020402832237083064
ajuste,enfrentar,politic,2,0.045920884776933006
ajuste,liberar,tech,2,0.010201416118541534
ajuste,politica,politic,3,0.07398203522467027
ajuste,recurso,tech,1,0.0
ajuste,tema,politic,1,0.017859734329195735
akerman,cambio,politic,2,0.045920884776933006
akerman,columna,politic,3,0.07398203522467027
akerman,eco,politic,1,0.017859734329195735
alarma,vibracion,tech,3,0.020402832237083064
alberto,carlos,politic,1,0.017859734329195735
alberto,estructura,politic,2,0.045920884776933006
alberto,pono,politic,3,0.07398203522467027
alcance,destinacion,politic,3,0.07398203522467027
alcance,ingresar,politic,1,0.017859734329195735
alcance,recurso,politic,2,0.045920884776933006
alcantarillado,german,politic,1,0.017859734329195735
alcantarillado,infraestructura,politic,3,0.07398203522467027
alcantarillado,vial,politic,2,0.045920884776933006
alcanzar,aplicacion,tech,1,0.0
alcanzar,apple,tech,2,0.010201416118541534
alcanzar,bateria,tech,1,0.0
alcanzar,cantidad,tech,3,0.020402832237083064
alcanzar,descender,tech,1,0.0
alcanzar,directamente,tech,3,0.020402832237083064
alcanzar,distancia,tech,2,0.010201416118541534
alcanzar,maximo,tech,3,0.020402832237083064
alcanzar,metro,tech,5,0.040805664474166135
alcanzar,mientras,tech,3,0.020402832237083064
alcanzar,minimo,tech,5,0.040805664474166135
alcanzar,observador,tech,1,0.0
alcanzar,ojo,tech,2,0.010201416118541534
alcanzar,otorgar,tech,2,0.010201416118541534
alcanzar,recompensa,tech,1,0.0
alcanzar,rendimiento,tech,1,0.0
alcanzar,respectivamente,tech,2,0.010201416118541534
alcanzar,seguido,tech,1,0.0
alcanzar,umbral,tech,3,0.020402832237083064
alcanzar,venta,tech,3,0.020402832237083064
alcanzar,visualizacion,tech,2,0.010201416118541534
alcanzar,wifi,tech,1,0.0
alcoholismo,causar,tech,1,0.0
alcoholismo,enfermedad,tech,3,0.020402832237083064
alcoholismo,genetica,tech,2,0.010201416118541534
alejandro,carlos,politic,1,0.017859734329195735
alejandro,gaviria,politic,3,0.07398203522467027
alejandro,juan,politic,2,0.045920884776933006
alejar,acceso,tech,2,0.010201416118541534
alejar,internet,tech,3,0.020402832237083064
alejar,youtube,tech,1,0.0
alerta,alguien,tech,3,0.020402832237083064
alerta,bloquear,tech,2,0.010201416118541534
alerta,whatsapp,tech,1,0.0
alertar,aplicacion,tech,1,0.0
alertar,consecuencia,politic,2,0.045920884776933006
alertar,critica,politic,1,0.017859734329195735
alertar,dano,tech,2,0.010201416118541534
alertar,diverso,tech,2,0.010201416118541534
alertar,familia,politic,3,0.07398203522467027
alertar,implicacion,politic,2,0.045920884776933006
alertar,llevar,politic,1,0.017859734329195735
alertar,posible,politic,6,0.15816548656788207
alertar,potencial,tech,3,0.020402832237083064
alertar,presa,politic,1,0.017859734329195735
alertar,psicologico,tech,1,0.0
alertar,seguir,politic,2,0.045920884776933006
alertar,vulnerabilidad,tech,3,0.020402832237083064
alerte,cuente,tech,1,0.0
alerte,peligroso,tech,2,0.010201416118541534
alerte,reto,tech,3,0.020402832237083064
alfonso,lleras,politic,1,0.017859734329195735
alfonso,lopez,politic,3,0.07398203522467027
alfonso,pumarejo,politic,2,0.045920884776933006
algoritmo,holografia,tech,3,0.020402832237083064
algoritmo,ia,tech,1,0.0
algoritmo,impulsado,tech,2,0.010201416118541534
algoritmo,permitir,tech,1,0.0
algoritmo,tendencia,tech,3,0.020402832237083064
algoritmo,video,tech,2,0.010201416118541534
alguien,archivar,tech,3,0.020402832237083064
alguien,bloquear,tech,3,0.020402832237083064
alguien,falta,tech,1,0.0
alguien,posible,tech,1,0.0
alguien,silenciar,tech,3,0.020402832237083064
alguien,sutil,tech,1,0.0
alguien,whatsapp,tech,6,0.051007080592707664
algun,aceptar,tech,1,0.0
algun,congresista,tech,3,0.020402832237083064
algun,escrito,tech,1,0.0
algun,leer,tech,2,0.010201416118541534
algun,mejor,tech,2,0.010201416118541534
algun,problema,tech,3,0.020402832237083064
aliado,alvaro,politic,2,0.045920884776933006
aliado,expresidente,politic,3,0.07398203522467027
aliado,israel,politic,3,0.07398203522467027
aliado,uribe,politic,1,0.017859734329195735
alianza,incorporar,politic,2,0.045920884776933006
alianza,principio,politic,1,0.017859734329195735
alianza,verde,politic,3,0.07398203522467027
alias,cabecilla,politic,1,0.017859734329195735
alias,chiquito,politic,3,0.07398203522467027
alias,cobarde,politic,2,0.045920884776933006
alias,dumar,politic,3,0.07398203522467027
alias,malo,politic,2,0.045920884776933006
alias,profanar,politic,1,0.017859734329195735
aliexpress,dato,tech,1,0.0
aliexpress,dilema,tech,3,0.020402832237083064
aliexpress,proteccion,tech,2,0.010201416118541534
alimentado,ia,tech,3,0.020402832237083064
alimentado,modelo,tech,2,0.010201416118541534
alimentado,tecnologia,tech,1,0.0
alimentario,autoestima,tech,2,0.010201416118541534
alimentario,falla,tech,3,0.020402832237083064
alimenticio,autoestima,tech,2,0.010201416118541534
alimenticio,bajo,tech,3,0.020402832237083064
alimenticio,problema,tech,1,0.0
alimento,acceso,politic,2,0.045920884776933006
alimento,cocina,tech,2,0.010201416118541534
alimento,desear,politic,3,0.07398203522467027
alimento,ejecutar,tech,1,0.0
alimento,limpiar,tech,3,0.020402832237083064
alimento,quejar,politic,1,0.017859734329195735
alinear,grande,tech,2,0.010201416118541534
alinear,ley,tech,1,0.0
alinear,movimiento,tech,3,0.020402832237083064
alinear,norma,tech,3,0.020402832237083064
alinear,social,tech,2,0.010201416118541534
alinear,tecnologica,tech,1,0.0
alios,chito,politic,2,0.045920884776933006
alios,dumar,politic,3,0.07398203522467027
alios,responsable,politic,1,0.017859734329195735
alli,ayudar,tech,1,0.0
alli,disfrutar,tech,3,0.020402832237083064
alli,encontrar,tech,3,0.020402832237083064
alli,grabe,politic,2,0.045920884776933006
alli,hijo,tech,1,0.0
alli,icloud,tech,2,0.010201416118541534
alli,indicar,politic,3,0.07398203522467027
alli,intencion,tech,1,0.0
alli,jefa,politic,1,0.017859734329195735
alli,menor,politic,2,0.045920884776933006
alli,peso,politic,1,0.017859734329195735
alli,respuesta,tech,2,0.010201416118541534
alli,sano,tech,2,0.010201416118541534
alli,sencillo,tech,1,0.0
alli,servicio,tech,2,0.010201416118541534
alli,tergiversado,tech,3,0.020402832237083064
alli,usuario,tech,3,0.020402832237083064
alli,vera,politic,3,0.07398203522467027
almacenamiento,asegurar,tech,2,0.010201416118541534
almacenamiento,fluidez,tech,1,0.0
almacenamiento,gracias,tech,3,0.020402832237083064
almacenamiento,mb,tech,3,0.020402832237083064
almacenamiento,megas,tech,1,0.0
almacenamiento,mercado,tech,2,0.010201416118541534
almacenamiento,modelo,tech,1,0.0
almacenamiento,ram,tech,2,0.010201416118541534
almacenamiento,tecnologia,tech,2,0.010201416118541534
almacenamiento,ufs,tech,3,0.020402832237083064
almacenamiento,usuario,tech,1,0.0
almacenamiento,variar,tech,3,0.020402832237083064
almacenar,alto,tech,1,0.0
almacenar,anadir,tech,2,0.010201416118541534
almacenar,articulo,tech,3,0.020402832237083064
almacenar,carrito,tech,1,0.0
almacenar,dato,tech,3,0.020402832237083064
almacenar,especie,tech,1,0.0
almacenar,foto,tech,3,0.020402832237083064
almacenar,inicio,tech,2,0.010201416118541534
almacenar,seguro,tech,2,0.010201416118541534
almacenar,sesion,tech,1,0.0
almacenar,usted,tech,3,0.020402832237083064
almacenar,video,tech,2,0.010201416118541534
alquilar,arrendamiento,tech,1,0.0
alquilar,modelo,tech,2,0.010201416118541534
alquilar,propiedad,tech,3,0.020402832237083064
alta,amplio,tech,1,0.0
alta,flexibilidad,tech,1,0.0
alta,incluido,tech,2,0.010201416118541534
alta,mp,tech,2,0.010201416118541534
alta,ofrecer,tech,3,0.020402832237083064
alta,precision,tech,3,0.020402832237083064
alta,resolucion,tech,6,0.051007080592707664
altaneria,cambio,tech,3,0.020402832237083064
altaneria,comportamental,tech,2,0.010201416118541534
altaneria,preocupante,tech,1,0.0
alterar,abrir,tech,2,0.010201416118541534
alterar,cerrar,tech,1,0.0
alterar,cuerpo,tech,3,0.020402832237083064
alterar,vaso,tech,3,0.020402832237083064
alternativa,cuenta,tech,1,0.0
alternativa,definitivo,tech,2,0.010201416118541534
alternativa,eliminacion,tech,3,0.020402832237083064
alternativo,actualizada,tech,3,0.020402832237083064
alternativo,comprar,tech,2,0.010201416118541534
alternativo,ipad,tech,1,0.0
altman,conocer,tech,3,0.020402832237083064
altman,model,tech,2,0.010201416118541534
altman,spec,tech,1,0.0
alto,acceso,politic,2,0.045920884776933006
alto,bastante,politic,1,0.017859734329195735
alto,calidad,tech,6,0.051007080592707664
alto,comisionado,politic,3,0.07398203522467027
alto,contribuir,politic,1,0.017859734329195735
alto,dispositivo,tech,1,0.0
alto,duda,politic,2,0.045920884776933006
alto,faltante,politic,2,0.045920884776933006
alto,fuego,politic,3,0.07398203522467027
alto,gama,tech,3,0.020402832237083064
alto,garantizar,tech,2,0.010201416118541534
alto,gobierno,politic,1,0.017859734329195735
alto,incluso,tech,2,0.010201416118541534
alto,informacion,politic,1,0.017859734329195735
alto,inmediato,politic,1,0.017859734329195735
alto,liberacion,politic,2,0.045920884776933006
alto,luz,tech,1,0.0
alto,miembro,politic,1,0.017859734329195735
alto,narcotrafico,politic,2,0.045920884776933006
alto,nivel,politic,3,0.07398203522467027
alto,oficial,politic,6,0.15816548656788207
alto,paz,politic,2,0.045920884776933006
alto,policia,politic,2,0.045920884776933006
alto,real,politic,3,0.07398203522467027
alto,rendimiento,tech,2,0.010201416118541534
alto,resolucion,tech,3,0.020402832237083064
alto,riesgo,tech,3,0.020402832237083064
alto,socioeconomico,politic,1,0.017859734329195735
alto,solicitar,politic,1,0.017859734329195735
alto,superior,tech,1,0.0
alto,tribunal,politic,6,0.15816548656788207
alto,vulnerabilidad,politic,2,0.045920884776933006
aluminio,arenado,tech,5,0.040805664474166135
aluminio,pantalla,tech,1,0.0
aluminio,proteger,tech,3,0.020402832237083064
aluminio,pulido,tech,3,0.020402832237083064
alvaro,director,tech,2,0.010201416118541534
alvaro,igualmente,politic,2,0.045920884776933006
alvaro,mazo,tech,3,0.020402832237083064
alvaro,ministro,politic,1,0.017859734329195735
alvaro,moviles,tech,1,0.0
alvaro,uribe,politic,6,0.15816548656788207
amanar,alto,politic,1,0.017859734329195735
amanar,ligar,politic,2,0.045920884776933006
amanar,vinculo,politic,3,0.07398203522467027
amante,camara,tech,1,0.0
amante,fotografia,tech,3,0.020402832237083064
amante,sistema,tech,2,0.010201416118541534
amazon,cookies,tech,1,0.0
amazon,ebay,tech,3,0.020402832237083064
amazon,etsy,tech,2,0.010201416118541534
amazon,legislacion,tech,2,0.010201416118541534
amazon,respetar,tech,3,0.020402832237083064
ambicioso,atraer,tech,2,0.010201416118541534
ambicioso,busqueda,tech,3,0.020402832237083064
ambicioso,esfuerzo,tech,1,0.0
ambicioso,global,tech,2,0.010201416118541534
ambicioso,liderado,tech,2,0.010201416118541534
ambicioso,mustafa,tech,1,0.0
ambicioso,proyecto,tech,6,0.051007080592707664
ambiente,aportar,tech,1,0.0
ambiente,digital,tech,3,0.020402832237083064
ambiente,educativo,tech,3,0.020402832237083064
ambiente,sano,tech,2,0.010201416118541534
ambito,asistir,tech,2,0.010201416118541534
ambito,documento,politic,3,0.07398203522467027
ambito,fuerza,politic,1,0.017859734329195735
ambito,leer,politic,2,0.045920884776933006
ambito,medicina,tech,3,0.020402832237083064
ambito,procedimiento,tech,1,0.0
ambos,adecuadamente,tech,1,0.0
ambos,ampliar,tech,3,0.020402832237083064
ambos,gestionar,tech,2,0.010201416118541534
ambos,medio,tech,2,0.010201416118541534
ambos,memoria,tech,1,0.0
ambos,seguro,tech,3,0.020402832237083064
amedranto,atentado,politic,1,0.017859734329195735
amedranto,comunidad,politic,3,0.07398203522467027
amedranto,ordenar,politic,2,0.045920884776933006
amenaza,actor,tech,1,0.0
amenaza,detallo,tech,2,0.010201416118541534
amenaza,microsoft,tech,3,0.020402832237083064
amenazar,clan,politic,1,0.017859734329195735
amenazar,fuerte,politic,2,0.045920884776933006
amenazar,region,politic,3,0.07398203522467027
america,aprender,tech,2,0.010201416118541534
america,grande,tech,1,0.0
america,latina,tech,9,0.08161132894833228
america,mercado,tech,1,0.0
america,pese,tech,2,0.010201416118541534
amigo,comunidad,tech,3,0.020402832237083064
amigo,fallecido,tech,3,0.020402832237083064
amigo,notificacion,tech,2,0.010201416118541534
amigo,solicitado,tech,1,0.0
among,clasico,tech,2,0.010201416118541534
among,movil,tech,1,0.0
among,us,tech,3,0.020402832237083064
ampliar,incluir,tech,3,0.020402832237083064
ampliar,juego,tech,2,0.010201416118541534
ampliar,medio,tech,3,0.020402832237083064
ampliar,memoria,tech,2,0.010201416118541534
ampliar,microsd,tech,1,0.0
ampliar,tercero,tech,1,0.0
amplificar,celular,tech,1,0.0
amplificar,experiencia,tech,3,0.020402832237083064
amplificar,juego,tech,2,0.010201416118541534
amplio,apertura,tech,3,0.020402832237083064
amplio,archivo,tech,2,0.010201416118541534
amplio,camara,tech,3,0.020402832237083064
amplio,debate,tech,3,0.020402832237083064
amplio,economico,tech,2,0.010201416118541534
amplio,espacio,tech,6,0.051007080592707664
amplio,f,tech,2,0.010201416118541534
amplio,frontal,tech,2,0.010201416118541534
amplio,habilidad,tech,1,0.0
amplio,lujoso,tech,1,0.0
amplio,modelo,tech,3,0.020402832237083064
amplio,mp,tech,1,0.0
